id,title,release_date,developer,publisher,genres,multiplayer_or_singleplayer,price,percent_positive,win_support,mac_support,lin_support
4445,XIIZEAL,05-06-2015,TRIANGLE SERVICE,Degica,Action,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,409,72%,1,0,0
4446,Gridrunner Revolution,22-02-2010,Llamasoft LTD,Llamasoft LTD,Indie,Single-player;Partial Controller Support,349,72%,1,0,0
4447,Art of Murder - Cards of Destiny,13-07-2018,City Interactive S.A.,City Interactive S.A.,Adventure,Single-player,199,81%,1,0,0
4448,The Journey Down: Chapter Three,21-09-2017,SkyGoblin,SkyGoblin,Adventure;Indie,Single-player,459,96%,1,1,1
4449,Basketball Classics,17-04-2018,Namo Gamo,Namo Gamo,Casual;Indie;Sports;Early Access,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,349,94%,1,1,1
4450,Citizens of Earth,20-01-2015,Eden Industries,SEGA,RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,459,85%,1,0,0
4451,Disney Bolt,24-02-2015,Avalanche Software,Disney Interactive,Action;Adventure,Single-player;Partial Controller Support;Steam Cloud,529,83%,1,0,0
4452,Regular Human Basketball,01-08-2018,Powerhoof,Powerhoof,Indie;Sports,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,199,91%,1,1,1
4453,Dragon Age™: Origins Awakening,18-03-2010,BioWare,Electronic Arts,RPG,Single-player,665,97%,1,0,0
4454,Windosill,25-09-2009,Vectorpark,Vectorpark,Adventure;Casual;Indie,Single-player,125,96%,1,1,0
4455,Choice of the Deathless,29-08-2014,Choice of Games,Choice of Games,Indie;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud,165,95%,1,1,1
4456,Soundodger+,11-10-2013,Studio Bean,Adult Swim Games,Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards;Includes level editor,349,76%,1,0,0
4457,Objects in Space,01-03-2019,Flat Earth Games,505 Games,Action;Adventure;Indie;RPG;Simulation;Strategy,Single-player;Local Multi-Player;Co-op;Local Co-op;Stats,569,84%,1,1,1
4458,Dance of Death: Du Lac & Fey,05-04-2019,Salix Games Ltd;Tea Clipper Games Ltd,Salix Games Ltd,Adventure;Casual;Indie,Single-player;Steam Achievements,519,74%,1,0,0
4459,Koloro,18-05-2018,Sköll Studio,Light Maze,Indie,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,850,90%,1,1,0
4460,The Hive,25-08-2016,Skydome Entertainment,Skydome Entertainment,Action;Adventure;Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,459,92%,1,1,1
4461,MiG-29 Fulcrum,01-06-2009,NovaLogic,NovaLogic;THQ Nordic,Simulation,Single-player;Multi-player,369,75%,1,0,0
4462,The Keep,16-03-2017,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,499,94%,1,1,0
4463,Duet,03-08-2015,Kumobius,Kumobius,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,199,70%,1,1,1
4464,Oh No! Bugs!,14-08-2016,Doomster Entertainment,Doomster Entertainment,Casual;Indie,Single-player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,85,59%,1,0,0
4465,Go For Launch: Mercury,05-10-2017,Joe Chisholm,Joe Chisholm,Action;Indie;Simulation;Early Access,Single-player,349,73%,1,0,0
4466,Notch - The Innocent LunA: Eclipsed SinnerS,04-06-2015,Angels Blue Digital Entertainment;DigitalEZ,DigitalEZ,Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,399,80%,1,0,0
4467,Midnight Carnival,22-11-2016,Delusional Games,Back To Basics Gaming,Casual;Early Access,Single-player;Steam Trading Cards,42,89%,1,0,0
4468,Irony Of Nightmare,12-12-2017,Steppe Hare Studio,Steppe Hare Studio,Indie;Early Access,Single-player;Steam Achievements,42,91%,1,0,0
4469,Mitsurugi Kamui Hikae,10-03-2014,Zenith Blue,AGM PLAYISM,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,369,95%,1,0,0
4470,Army Men II,20-12-2017,The 3DO Company,2K,Action;Strategy,Single-player,380,87%,1,0,0
4471,E.Z,16-02-2018,Totally Normal Creature,Totally Normal Creature,Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,85,93%,1,0,0
4472,I Can't Believe It's Not Gambling,11-12-2017,Mutant Entertainment Studios,Mutant Entertainment Studios,Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Cloud,42,80%,1,0,1
4473,Healer's Quest,18-04-2018,Rablo Games,Rablo Games,Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards,459,80%,1,0,0
4474,Plank not included,28-02-2017,4 Fun Studio,4 Fun Studio,Casual;Indie;Simulation,Single-player,399,100%,1,0,0
4475,Monsters Ate My Birthday Cake,01-07-2014,SleepNinja Games,Cartoon Network Games,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,349,89%,1,1,1
4476,Think To Die 3,27-03-2017,Felip Guimerà,FelGC.GamesDevelopment,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,199,92%,1,1,1
4477,Paper Sorcerer,22-01-2014,Ultra Runaway Games,Ultra Runaway Games,Adventure;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards,199,60%,1,0,0
4478,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",25-08-2009,Size Five Games,Size Five Games,Adventure;Indie,Single-player,259,89%,1,0,0
4479,Grisaia Phantom Trigger Vol.3,27-07-2017,Frontwing,Frontwing USA,Violent;Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,479,91%,1,0,0
4480,Pharaoh Rebirth+,17-03-2016,KROBON station;Vaka Game Magazine,Degica;Vaka Game Magazine,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,369,92%,1,0,0
4481,Particula,02-02-2015,Microblast Games,Microblast Games,Casual;Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Trading Cards,58,100%,1,1,0
4482,Avernum 4,11-05-2012,Spiderweb Software,Spiderweb Software,RPG;Indie,Single-player,259,98%,1,0,0
4483,Junk Jack,30-11-2016,Pixbits,Pixbits,Action;Adventure;Indie,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,479,69%,1,1,1
4484,Regency Solitaire,18-05-2015,Grey Alien Games,Grey Alien Games,Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,369,95%,1,1,0
4485,12 Labours of Hercules VIII: How I Met Megara,26-12-2018,Jetdogs Studios;Zoom Out Games,Jetdogs Studios,Adventure;Strategy,Single-player;Steam Achievements;Steam Cloud,125,84%,1,1,0
4486,Grisaia Phantom Trigger Vol.4,25-01-2018,Frontwing,Frontwing USA,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,459,89%,1,0,0
4487,Ballistic Tanks,20-09-2016,Kirklight Games,Kirklight Games,Action;Casual;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards,199,97%,1,1,1
4488,Mad Bullets,10-06-2016,isTom Games Kft.,isTom Games Kft.,Action;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,459,93%,1,0,0
4489,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),17-06-2016,Jetdogs Studios;Zoom Out Games,Jetdogs Studios,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,169,83%,1,1,1
4490,Head Goal: Soccer Online,18-08-2017,Unusualsoft,Unusualsoft,Action;Free to Play;Sports,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,42,85%,1,1,0
4491,Globesweeper,12-02-2019,Incandescent Games,Incandescent Games,Casual;Indie,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,125,93%,1,1,1
4492,The Shadowland,17-07-2016,Bloodcraft Dev,Bloodcraft Dev,Adventure;Indie,Single-player;Steam Trading Cards,165,77%,1,0,0
4493,Lydia,02-06-2017,Platonic Partnership Ltd,Platonic Partnership Ltd,Adventure;Indie,Single-player;Steam Achievements,165,91%,1,0,0
4494,Monster Slayers,23-03-2017,Nerdook Productions,Digerati Distribution,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,329,86%,1,1,0
4495,Aggelos,19-06-2018,Storybird Games,PQube Limited;Look At My Game,Adventure;Indie;RPG,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,459,72%,1,0,0
4496,Sacra Terra: Angelic Night,02-07-2015,Alawar Entertainment,Alawar Entertainment,Adventure;Casual,Single-player;Steam Trading Cards,169,85%,1,0,0
4497,Snakebird Primer,20-02-2019,Noumenon Games,Noumenon Games,Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,299,72%,1,1,1
4498,Atomik: RunGunJumpGun,31-08-2016,ThirtyThree,Good Shepherd Entertainment,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,349,82%,1,1,0
4499,Strikey Sisters,01-06-2017,DYA Games,DYA Games,Action;Adventure;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,399,77%,1,0,0
4500,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,27-09-2012,Opus,Marvelous,Action;Casual;RPG,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,369,80%,1,0,0
4501,Red Baron Pack,07-01-2016,Mad Otter Games,Mad Otter Games,Simulation,Single-player;Multi-player;Partial Controller Support,369,95%,1,0,0
4502,Pizza Titan Ultra,25-04-2018,Breakfall,Breakfall,Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,399,83%,1,0,0
4503,Dead Pixels,07-12-2012,CSR-Studios,CSR-Studios,Action;Indie;RPG,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,169,90%,1,0,0
4504,ANIMALITY,02-02-2017,ColloseusX,Phat Phrog Studios,Adventure;Casual;Indie;Early Access,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,119,53%,1,0,0
4505,Sins of a Solar Empire: Trinity®,16-11-2011,Ironclad Games;Stardock Entertainment,Stardock Entertainment,Strategy,Single-player;Multi-player;Local Multi-Player,529,84%,1,0,0
4506,Alice's Patchwork,03-03-2016,Creobit,8Floor,Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,199,89%,1,0,0
4507,Hero and Daughter+,18-02-2016,Tachi;Vaka Game Magazine,Degica;Vaka Game Magazine,Nudity;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,369,100%,1,0,0
4508,Help,13-10-2016,biple_kfp,biple_kfp,Action;Adventure;Indie,Single-player;Steam Trading Cards,165,89%,1,0,0
4509,Cybermotion,28-07-2017,Lukayson,Lukayson,Indie;Simulation;Early Access,Single-player;Partial Controller Support,349,69%,1,0,0
4510,Hard Reset Extended Edition,12-07-2012,Flying Wild Hog,Good Shepherd Entertainment,Action;Indie,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,479,82%,1,0,0
4511,Achievement Idler: Red,13-05-2018,IHM Studio,IHM Studio,Casual,Single-player;Steam Achievements,42,96%,1,0,0
4512,Lost Grimoires: Stolen Kingdom,10-11-2016,World-Loom,Artifex Mundi,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,369,67%,1,1,1
4513,Cities XL Platinum,06-02-2013,Focus Home Interactive,Focus Home Interactive,Simulation,Single-player;Steam Cloud,399,95%,1,0,0
4514,Trials 2: Second Edition,28-05-2008,Redlynx,RedLynx Ltd.,Indie;Racing;Sports,Single-player;Multi-player;Steam Achievements,Free to play,66%,1,0,0
4515,Doodle Devil,25-05-2017,JoyBits Ltd.,JoyBits Ltd.,Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,349,90%,1,1,1
4516,Super 3-D Noah's Ark,23-06-2015,"Wisdom Tree, Inc.",Piko Interactive LLC;Classics Digital,Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,299,82%,1,1,1
4517,Magrunner: Dark Pulse,20-06-2013,Frogwares,Frogwares,Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Cloud,999,77%,1,0,0
4518,Princess Evangile W Happiness - Steam Edition,28-07-2017,MOONSTONE,MangaGamer,Sexual Content;Adventure;Casual,Single-player;Steam Trading Cards;Steam Cloud,769,100%,1,0,0
4519,Mage's Initiation: Reign of the Elements,30-01-2019,Himalaya Studios,Himalaya Studios,Action;Adventure;Indie;RPG,Single-player,459,65%,1,1,1
4520,50 years,26-05-2017,Aleksandr Golovkin,Aleksandr Golovkin,Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,199,82%,1,0,0
4521,Baby Hands,26-07-2018,Chicken Waffle,Chicken Waffle,Action;Adventure;Casual;Indie;RPG;Simulation,Single-player;Steam Achievements,529,82%,1,0,0
4522,Hack RUN,17-06-2015,i273 LLC,i273 LLC,Adventure;Simulation;Strategy,Single-player;Steam Achievements,125,84%,1,0,0
4523,Concrete Jungle,23-09-2015,ColePowered Games,ColePowered Games,Indie;Strategy,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,259,100%,1,1,0
4524,Hidden Expedition: Titanic,21-04-2010,Big Fish Games,Big Fish Games,Casual,Single-player;Multi-player,369,93%,1,0,0
4525,The Great C,08-10-2018,Secret Location Inc.,Secret Location Inc.,Adventure;Casual,Single-player,219,93%,1,0,0
4526,Super Mega Neo Pug,11-05-2016,SnowFlame;Back To Basics Gaming,Back To Basics Gaming,Action;Casual;Indie,Single-player;Steam Trading Cards,42,80%,1,0,0
4527,Lucius II,13-02-2015,Shiver Games,Shiver Games,Action;Adventure;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,565,57%,1,0,1
4528,Analogue: A Hate Story,27-04-2012,Love Conquers All Games,Love Conquers All Games,Indie,Single-player;Steam Achievements;Steam Cloud,480,56%,1,1,1
4529,Game Corp DX,02-10-2015,Endless Loop Studios,Endless Loop Studios,Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,125,93%,1,1,1
4530,TrickStyle,21-02-2017,Throwback Entertainment;Criterion Games,Throwback Entertainment,Action;Racing;Sports,Single-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud,219,82%,1,0,0
4531,WAR PARTY,28-03-2019,Warcave;Crazy Monkey Studios,Warcave;Crazy Monkey Studios,Strategy,Single-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,349,90%,1,1,0
4532,Storm Boy,20-11-2018,Blowfish Studios,Blowfish Studios,Adventure;Casual,Single-player;Steam Achievements;Full controller support,219,77%,1,1,0
4533,Rift's Cave,01-12-2014,Frost Earth,Frost Earth ,Adventure;Indie;Early Access,Single-player;Full controller support;VR Support,42,78%,1,1,1
4534,Toki Tori,28-01-2010,Two Tribes,Two Tribes Publishing,Casual;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,259,83%,1,1,1
4535,Regions Of Ruin,05-02-2018,Vox Games,Poysky Productions,Action;Adventure;Indie;RPG;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,399,84%,1,1,1
4536,FURIDASHI: Drift Cyber Sport,02-11-2017,Drift Physics Crew,Drift Physics Crew,Racing;Simulation;Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,499,94%,1,0,0
4537,Furious Angels,27-02-2017,MorfeoDev,MorfeoDev,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,250,87%,1,1,0
4538,Little Racers STREET,06-02-2014,Milkstone Studios,Milkstone Studios,Casual;Indie;Racing,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,299,90%,1,1,1
4539,Ultimate Arena,22-08-2016,Triverske,Triverske,Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,199,50%,1,0,0
4540,Rocketbirds 2 Evolution,26-01-2017,Ratloop Asia,Reverb Triple XP,Violent;Action;Adventure;Indie,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,369,92%,1,0,0
4541,Apollo 11 VR HD,23-11-2018,Immersive VR Education Ltd.,Immersive VR Education Ltd.,Adventure;Simulation,Single-player;Partial Controller Support,349,80%,1,0,0
4542,Redneck Kentucky and the Next Generation Chickens,11-03-2019,City Interactive S.A.,City Interactive S.A.,Action,Single-player,199,92%,1,0,0
4543,Red Risk,04-03-2016,Microblast Games,Microblast Games,Action;Casual;Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards,58,83%,1,1,0
4544,Super Space Pug,04-06-2016,Digital Dawn Studios,Back To Basics Gaming,Action;Casual;Indie,Single-player;Steam Trading Cards,42,84%,1,0,0
4545,Cube Destroyer,15-02-2016,Freedomize Studio,Freedomize Studio,Action;Indie,Single-player;Steam Trading Cards,199,76%,1,0,0
4546,Xenus 2. White gold.,30-11-2016,Deep Shadows,GFI,Action,Single-player,459,77%,1,0,0
4547,The Search,13-04-2017,Jason Godbey,Jason Godbey,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards,229,63%,1,0,0
4548,868-HACK,26-01-2015,Michael Brough,Michael Brough,Indie;Strategy,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,299,95%,1,1,0
4549,Murderous Pursuits,26-04-2018,Blazing Griffin,Blazing Griffin,Action;Indie;Simulation;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,349,87%,1,0,0
4550,Snail Bob 2: Tiny Troubles,24-09-2015,Hunter Hamster,Hunter Hamster,Action;Adventure;Casual;Indie;RPG;Simulation,Single-player;Steam Achievements;Steam Trading Cards,259,86%,1,1,0
4551,Ascension to the Throne,23-04-2014,DVS,1C Entertainment,RPG;Strategy,Single-player;Steam Cloud,169,85%,1,0,0
4552,Elder Sign: Omens,27-11-2013,"Fantasy Flight Publishing, Inc.","Fantasy Flight Publishing, Inc.",Casual;Indie;Strategy,Single-player;Steam Trading Cards,219,60%,1,1,1
4553,Serious Sam Double D XXL,30-08-2011,Mommy's Best Games,Devolver Digital;Croteam,Action;Indie,Single-player;Local Co-op;Steam Achievements;Partial Controller Support,480,85%,1,0,0
4554,Geometry Rush,13-07-2018,RewindApp,RewindApp,Casual;Indie,Single-player,42,89%,1,0,0
